Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Canada,CAN,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,..,..,..,..,80.24257,..,..
Canada,CAN,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,..,..,..,..,73.18686,..,..
Canada,CAN,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,..,..,..,..,70.89047,..,..
Canada,CAN,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,..,..,..,..,78.30436,..,..
Canada,CAN,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,..,..,..,..,77.64627,..,..
China,CHN,Access to a mobile phone (% age 15+),gwp1_n,..,..,..,..,..,..,93.44506,..,..
China,CHN,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,..,..,..,..,80.16747,..,..
China,CHN,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,..,..,..,..,96.20984,..,..
China,CHN,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,..,..,..,..,94.9262,..,..
China,CHN,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,..,..,..,..,91.98321,..,..
China,CHN,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,..,..,..,..,90.13017,..,..
China,CHN,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,..,..,..,..,95.73157,..,..
China,CHN,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,..,..,..,..,94.85892,..,..
China,CHN,Access to internet (% age 15+),gwp2_n,..,..,..,..,..,..,64.12061,..,..
China,CHN,Access to internet (% age 60+),gwp2_n_7,..,..,..,..,..,..,10.20826,..,..
China,CHN,Access to internet (% ages 15-34),gwp2_n_5,..,..,..,..,..,..,93.03758,..,..
China,CHN,Access to internet (% ages 35-59),gwp2_n_6,..,..,..,..,..,..,53.84863,..,..
China,CHN,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,..,..,..,..,63.69439,..,..
China,CHN,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,..,..,..,..,44.0138,..,..
China,CHN,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,..,..,..,..,77.98967,..,..
China,CHN,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,..,..,..,..,64.53285,..,..
China,CHN,Account (% age 15+),account_t_d,63.81731,..,..,78.8526,..,..,80.22912,..,..
China,CHN,Account (% age 60+),account_t_d_7,40.66122,..,..,64.33319,..,..,63.72232,..,..
China,CHN,Account (% ages 15-34),account_t_d_5,72.74464,..,..,83.84598,..,..,91.39502,..,..
China,CHN,Account (% ages 35-59),account_t_d_6,64.10089,..,..,80.05972,..,..,75.09117,..,..
China,CHN,"Account, female (% age 15+)",account_t_d_1,60.00867,..,..,76.24974,..,..,76.36473,..,..
China,CHN,"Account, income, poorest 40% (% age 15+)",account_t_d_3,46.62636,..,..,72.57639,..,..,68.35026,..,..
China,CHN,"Account, income, richest 60% (% age 15+)",account_t_d_4,75.26369,..,..,82.90609,..,..,88.42278,..,..
China,CHN,"Account, male (% age 15+)",account_t_d_2,67.58479,..,..,81.36897,..,..,83.96664,..,..
China,CHN,Active account (% age 15+),gf7_n,..,..,..,66.52103,..,..,68.19982,..,..
China,CHN,Active account (% age 60+),gf7_n_7,..,..,..,48.70666,..,..,47.90012,..,..
China,CHN,Active account (% ages 15-34),gf7_n_5,..,..,..,73.39355,..,..,82.25167,..,..
China,CHN,Active account (% ages 35-59),gf7_n_6,..,..,..,67.48439,..,..,61.63571,..,..
China,CHN,"Active account, female (% age 15+)",gf7_n_1,..,..,..,63.26104,..,..,64.34935,..,..
China,CHN,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,..,57.39043,..,..,52.0399,..,..
China,CHN,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,..,72.41803,..,..,79.34643,..,..
China,CHN,"Active account, male (% age 15+)",gf7_n_2,..,..,..,69.67269,..,..,71.92388,..,..
China,CHN,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,..,..,..,..,..,..,..
China,CHN,"ATMs per 100,000 adults",i_ATMs_pop,30.17458,37.36008,46.52417,54.75061,76.78764,81.45148,..,..,..
China,CHN,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,..,20.58474,..,..,22.70852,..,..
China,CHN,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,..,5.008896,..,..,4.600004,..,..
China,CHN,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,..,29.61245,..,..,30.22183,..,..
China,CHN,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,..,19.10236,..,..,21.1305,..,..
China,CHN,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,..,18.73356,..,..,19.73173,..,..
China,CHN,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,..,9.258539,..,..,12.3136,..,..
China,CHN,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,..,27.89977,..,..,29.87862,..,..
China,CHN,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,..,22.37441,..,..,25.58759,..,..
China,CHN,"Branches per 100,000 adults",i_branches_A1_pop,..,7.69217,7.776039,8.014333,8.493755,8.782746,..,..,..
China,CHN,"Debit cards per 1,000 adults",GPSS_5,2407.89,2879.632,3420.537,3989.69,4438.784,..,..,..,..
China,CHN,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,20.11823,22.56615,25.18802,28.01185,30.83503,34.0441,..,..,..
China,CHN,Disclosure index (0-5),GPFI2,..,..,5,..,..,..,5,..,..
China,CHN,Dispute resolution index (0-1),GPFI3,..,..,1,..,..,..,1,..,..
China,CHN,"E-money accounts per 1,000 adults",GPSS_1,0.1950835,0.6014494,0.7622865,0.8191974,0.883751,..,..,..,..
China,CHN,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,..
China,CHN,Getting credit: Distance to frontier (0-100),GPFI4,..,..,..,..,50,50,60,60,60
China,CHN,Has a national identity card (% age 15+),fin48_a,..,..,..,..,..,..,98.54937,..,..
China,CHN,Has a national identity card (% age 60+),fin48_a_7,..,..,..,..,..,..,98.79332,..,..
China,CHN,Has a national identity card (% ages 15-34),fin48_a_5,..,..,..,..,..,..,97.89199,..,..
China,CHN,Has a national identity card (% ages 35-59),fin48_a_6,..,..,..,..,..,..,99.13158,..,..
China,CHN,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,..,..,..,..,98.37313,..,..
China,CHN,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,..,..,..,..,97.8104,..,..
China,CHN,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,..,..,..,..,99.05909,..,..
China,CHN,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,..,..,..,..,98.71983,..,..
China,CHN,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
China,CHN,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
China,CHN,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
China,CHN,Made or received digital payments in the past year (% age 15+),g20_t,..,..,..,44.46874,..,..,67.93611,..,..
China,CHN,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,..,23.79895,..,..,42.91127,..,..
China,CHN,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,..,60.14367,..,..,85.32233,..,..
China,CHN,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,..,39.56145,..,..,59.67448,..,..
China,CHN,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,..,42.86343,..,..,64.08103,..,..
China,CHN,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,..,27.12315,..,..,51.0697,..,..
China,CHN,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,..,55.67138,..,..,79.57004,..,..
China,CHN,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,..,46.0207,..,..,71.66463,..,..
China,CHN,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,..,..,..,..,39.80757,..,..
China,CHN,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,..,..,..,..,3.224555,..,..
China,CHN,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,..,..,..,..,63.42924,..,..
China,CHN,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,..,..,..,..,29.2427,..,..
China,CHN,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,..,..,..,..,38.86427,..,..
China,CHN,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,..,..,..,..,19.79086,..,..
China,CHN,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,..,..,..,..,53.61447,..,..
China,CHN,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,..,..,..,..,40.71989,..,..
China,CHN,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,..,64.84553,..,..,38.96614,..,..
China,CHN,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,..,54.2583,..,..,51.7121,..,..
China,CHN,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,..,69.49304,..,..,38.63442,..,..
China,CHN,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,..,62.80052,..,..,37.50128,..,..
China,CHN,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,..,65.14286,..,..,39.55927,..,..
China,CHN,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,..,63.20915,..,..,41.08847,..,..
China,CHN,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,..,65.57249,..,..,38.28158,..,..
China,CHN,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,..,64.55661,..,..,38.46234,..,..
China,CHN,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,..,..,..,..,..,..
China,CHN,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,..,..,..,..,..,..,..
China,CHN,"Outstanding loans per 1,000 adults",s_loans_A1,37.08526,42.11772,47.10552,52.317,59.74987,66.39538,..,..,..
China,CHN,"POS terminals per 100,000 adults",GPSS_4,436.3164,639.9098,951.2477,1418.903,2021.863,..,..,..,..
China,CHN,Received wages or government transfers into an account (% age 15+),gf10_n,..,..,..,25.99567,..,..,30.33231,..,..
China,CHN,Received wages or government transfers into an account (% age 60+),gf10_n_7,..,..,..,20.19175,..,..,26.54197,..,..
China,CHN,Received wages or government transfers into an account (% ages 35-59),gf10_n_6,..,..,..,25.22939,..,..,28.06722,..,..
China,CHN,"Received wages or government transfers into an account, (% ages 15-34)",gf10_n_5,..,..,..,29.60801,..,..,34.10038,..,..
China,CHN,"Received wages or government transfers into an account, female (% age 15+)",gf10_n_1,..,..,..,22.36304,..,..,26.26644,..,..
China,CHN,"Received wages or government transfers into an account, income, poorest 40% (% age 15+)",gf10_n_3,..,..,..,17.49046,..,..,20.99751,..,..
China,CHN,"Received wages or government transfers into an account, income, richest 60% (% age 15+)",gf10_n_4,..,..,..,31.48876,..,..,36.77118,..,..
China,CHN,"Received wages or government transfers into an account, male (% age 15+)",gf10_n_2,..,..,..,29.5076,..,..,34.26471,..,..
China,CHN,"Retail cashless transactions per 1,000 adults",GPSS_2,..,0.5597119,13.83327,14.9985,20.04613,..,..,..,..
China,CHN,Saved at a financial institution (% age 15+),fin17a_t_a,32.08942,..,..,41.24986,..,..,34.78248,..,..
China,CHN,Saved at a financial institution (% age 60+),fin17a_t_a_7,16.70892,..,..,28.3227,..,..,17.68689,..,..
China,CHN,Saved at a financial institution (% ages 15-34),fin17a_t_a_5,34.83891,..,..,41.6194,..,..,43.25915,..,..
China,CHN,Saved at a financial institution (% ages 35-59),fin17a_t_a_6,34.98302,..,..,45.43825,..,..,32.13142,..,..
China,CHN,"Saved at a financial institution, female  (% age 15+)",fin17a_t_a_1,32.0902,..,..,41.18659,..,..,30.45498,..,..
China,CHN,"Saved at a financial institution, income, poorest 40% (% age 15+)",fin17a_t_a_3,17.82274,..,..,30.99069,..,..,17.92742,..,..
China,CHN,"Saved at a financial institution, income, richest 60% (% age 15+)",fin17a_t_a_4,41.58871,..,..,47.87575,..,..,46.40857,..,..
China,CHN,"Saved at a financial institution, male (% age 15+)",fin17a_t_a_2,32.08866,..,..,41.31103,..,..,38.9679,..,..
China,CHN,Saved for old age (% age 15+),fin16_t_a,..,..,..,38.68198,..,..,21.55852,..,..
China,CHN,Saved for old age (% age 60+),fin16_t_a_7,..,..,..,52.13467,..,..,19.95026,..,..
China,CHN,Saved for old age (% ages 15-34),fin16_t_a_5,..,..,..,20.84179,..,..,17.16377,..,..
China,CHN,Saved for old age (% ages 35-59),fin16_t_a_6,..,..,..,47.58015,..,..,25.93707,..,..
China,CHN,"Saved for old age, female (% age 15+)",fin16_t_a_1,..,..,..,37.62672,..,..,18.35243,..,..
China,CHN,"Saved for old age, income, poorest 40% (% age 15+)",fin16_t_a_3,..,..,..,32.03051,..,..,14.62376,..,..
China,CHN,"Saved for old age, income, richest 60% (% age 15+)",fin16_t_a_4,..,..,..,42.97782,..,..,26.3419,..,..
China,CHN,"Saved for old age, male (% age 15+)",fin16_t_a_2,..,..,..,39.70217,..,..,24.65935,..,..
China,CHN,SME deposit accounts (as a % of non-financial corporation borrowers),i_deposit_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
China,CHN,SME loan accounts (as a % of non-financial corporation borrowers),i_loan_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
China,CHN,SMEs with a proportion of loans requiring collateral,fin11q2,..,77.0778,..,..,..,..,..,..,..
China,CHN,SMEs with an account at a formal financial institution,fin15q2,..,95.62837,..,..,..,..,..,..,..
China,CHN,SMEs with an outstanding loan or line of credit,fin14q2,..,21.76175,..,..,..,..,..,..,..
China,CHN,SMEs with at least one female owner with a proportion of loans requiring collateral,fin11q1,..,73.24173,..,..,..,..,..,..,..
China,CHN,SMEs with at least one female owner with an account at a formal financial institution,fin15q1,..,95.18756,..,..,..,..,..,..,..
China,CHN,SMEs with at least one female owner with an outstanding loan or line of credit,fin14q1,..,22.67897,..,..,..,..,..,..,..
China,CHN,Used a debit or credit card to make a purchase in the past year (% age 15+),fin4_t_d,..,..,..,23.60864,..,..,41.93502,..,..
China,CHN,Used a mobile phone or the internet to check account balance in the past year (% age 15+),fin6_a,..,..,..,..,..,..,39.00541,..,..
China,CHN,Used a mobile phone or the internet to check account balance in the past year (% age 60+),fin6_a_7,..,..,..,..,..,..,4.948354,..,..
China,CHN,Used a mobile phone or the internet to check account balance in the past year (% ages 15-34),fin6_a_5,..,..,..,..,..,..,58.82372,..,..
China,CHN,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,..,..,..,..,31.05937,..,..
China,CHN,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,..,..,..,..,35.33885,..,..
China,CHN,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,..,..,..,..,19.48857,..,..
China,CHN,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,..,..,..,..,52.46753,..,..
China,CHN,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,..,..,..,..,42.55161,..,..
France,FRA,Access to a mobile phone (% age 15+),gwp1_n,..,..,..,..,..,..,87.1206,..,..
France,FRA,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,..,..,..,..,76.24776,..,..
France,FRA,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,..,..,..,..,89.85681,..,..
France,FRA,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,..,..,..,..,91.72924,..,..
France,FRA,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,..,..,..,..,84.64343,..,..
France,FRA,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,..,..,..,..,89.10023,..,..
France,FRA,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,..,..,..,..,85.80338,..,..
France,FRA,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,..,..,..,..,89.83287,..,..
France,FRA,Access to internet (% age 15+),gwp2_n,..,..,..,..,..,..,86.74608,..,..
France,FRA,Access to internet (% age 60+),gwp2_n_7,..,..,..,..,..,..,64.44081,..,..
France,FRA,Access to internet (% ages 15-34),gwp2_n_5,..,..,..,..,..,..,95.61644,..,..
France,FRA,Access to internet (% ages 35-59),gwp2_n_6,..,..,..,..,..,..,94.03626,..,..
France,FRA,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,..,..,..,..,84.78895,..,..
France,FRA,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,..,..,..,..,85.46425,..,..
France,FRA,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,..,..,..,..,87.599,..,..
France,FRA,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,..,..,..,..,88.88897,..,..
France,FRA,Account (% age 15+),account_t_d,96.98389,..,..,96.58275,..,..,94.00405,..,..
France,FRA,Account (% age 60+),account_t_d_7,98.35778,..,..,98.49204,..,..,96.10932,..,..
France,FRA,Account (% ages 15-34),account_t_d_5,91.91521,..,..,90.06394,..,..,83.9907,..,..
France,FRA,Account (% ages 35-59),account_t_d_6,99.06157,..,..,99.17656,..,..,99.41339,..,..
France,FRA,"Account, female (% age 15+)",account_t_d_1,96.57256,..,..,95.46658,..,..,91.28713,..,..
France,FRA,"Account, income, poorest 40% (% age 15+)",account_t_d_3,95.67549,..,..,94.48116,..,..,93.46918,..,..
France,FRA,"Account, income, richest 60% (% age 15+)",account_t_d_4,97.85122,..,..,97.95702,..,..,94.35994,..,..
France,FRA,"Account, male (% age 15+)",account_t_d_2,97.48922,..,..,97.78792,..,..,96.97883,..,..
France,FRA,Active account (% age 15+),gf7_n,..,..,..,88.75606,..,..,89.66309,..,..
France,FRA,Active account (% age 60+),gf7_n_7,..,..,..,92.08375,..,..,88.35523,..,..
France,FRA,Active account (% ages 15-34),gf7_n_5,..,..,..,79.82988,..,..,81.43508,..,..
France,FRA,Active account (% ages 35-59),gf7_n_6,..,..,..,91.71869,..,..,95.90358,..,..
France,FRA,"Active account, female (% age 15+)",gf7_n_1,..,..,..,88.46399,..,..,87.27885,..,..
France,FRA,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,..,82.27108,..,..,89.05852,..,..
France,FRA,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,..,92.9967,..,..,90.06537,..,..
France,FRA,"Active account, male (% age 15+)",gf7_n_2,..,..,..,89.07142,..,..,92.27363,..,..
France,FRA,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,..,..,..,..,..,..,..
France,FRA,"ATMs per 100,000 adults",i_ATMs_pop,109.1123,109.2506,108.81,108.0716,107.0421,104.4372,..,..,..
France,FRA,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,..,42.95021,..,..,45.15295,..,..
France,FRA,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,..,30.92353,..,..,41.4669,..,..
France,FRA,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,..,43.10604,..,..,31.42639,..,..
France,FRA,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,..,49.92121,..,..,56.45289,..,..
France,FRA,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,..,36.98949,..,..,44.78096,..,..
France,FRA,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,..,35.9477,..,..,41.71327,..,..
France,FRA,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,..,47.52927,..,..,47.44168,..,..
France,FRA,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,..,49.38618,..,..,45.56025,..,..
France,FRA,"Branches per 100,000 adults",i_branches_A1_pop,41.35465,38.96073,38.58389,38.00479,37.53812,37.08017,35.86319,..,..
France,FRA,"Debit cards per 1,000 adults",GPSS_5,1295.982,1495.155,14864.28,771.8457,805.928,..,..,..,..
France,FRA,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,..,..,..,..,..,..,..,..,..
France,FRA,Disclosure index (0-5),GPFI2,..,..,5,..,..,..,5,..,..
France,FRA,Dispute resolution index (0-1),GPFI3,..,..,1,..,..,..,1,..,..
France,FRA,"E-money accounts per 1,000 adults",GPSS_1,..,..,0.1281242,0.1540056,0.0232592,..,..,..,..
France,FRA,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,..
France,FRA,Getting credit: Distance to frontier (0-100),GPFI4,..,..,..,..,50,50,50,50,50
France,FRA,Has a national identity card (% age 15+),fin48_a,..,..,..,..,..,..,..,..,..
France,FRA,Has a national identity card (% age 60+),fin48_a_7,..,..,..,..,..,..,..,..,..
France,FRA,Has a national identity card (% ages 15-34),fin48_a_5,..,..,..,..,..,..,..,..,..
France,FRA,Has a national identity card (% ages 35-59),fin48_a_6,..,..,..,..,..,..,..,..,..
France,FRA,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,..,..,..,..,..,..,..
France,FRA,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,..,..,..,..,..,..,..
France,FRA,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,..,..,..,..,..,..,..
France,FRA,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,..,..,..,..,..,..,..
France,FRA,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
France,FRA,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
France,FRA,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
France,FRA,Made or received digital payments in the past year (% age 15+),g20_t,..,..,..,91.98465,..,..,92.19054,..,..
France,FRA,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,..,94.8603,..,..,91.02095,..,..
France,FRA,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,..,81.20738,..,..,82.95936,..,..
France,FRA,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,..,96.36889,..,..,99.01589,..,..
France,FRA,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,..,90.98523,..,..,90.07111,..,..
France,FRA,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,..,87.05958,..,..,90.67882,..,..
France,FRA,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,..,95.20523,..,..,93.19642,..,..
France,FRA,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,..,93.06375,..,..,94.51113,..,..
France,FRA,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,..,..,..,..,49.08819,..,..
France,FRA,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,..,..,..,..,30.253,..,..
France,FRA,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,..,..,..,..,50.79957,..,..
France,FRA,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,..,..,..,..,59.0843,..,..
France,FRA,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,..,..,..,..,45.95356,..,..
France,FRA,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,..,..,..,..,40.60992,..,..
France,FRA,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,..,..,..,..,54.72954,..,..
France,FRA,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,..,..,..,..,52.52034,..,..
France,FRA,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,..,62.01479,..,..,63.00646,..,..
France,FRA,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,..,68.52456,..,..,66.88278,..,..
France,FRA,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,..,64.27608,..,..,63.03909,..,..
France,FRA,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,..,50.8262,..,..,59.33033,..,..
France,FRA,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,..,62.42563,..,..,64.00712,..,..
France,FRA,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,..,49.03895,..,..,62.30955,..,..
France,FRA,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,..,67.81417,..,..,63.37366,..,..
France,FRA,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,..,61.60586,..,..,61.856,..,..
France,FRA,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,..,..,..,..,..,..
France,FRA,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,..,..,..,..,..,..,..
France,FRA,"Outstanding loans per 1,000 adults",s_loans_A1,15.53447,15.3286,15.07794,15.22968,15.61824,15.82069,16.3745,..,..
France,FRA,"POS terminals per 100,000 adults",GPSS_4,2708.019,2612.935,2495.295,2967.682,2718.629,..,..,..,..
France,FRA,Received wages or government transfers into an account (% age 15+),gf10_n,..,..,..,56.02458,..,..,68.30164,..,..
France,FRA,Received wages or government transfers into an account (% age 60+),gf10_n_7,..,..,..,22.01518,..,..,60.42963,..,..
France,FRA,Received wages or government transfers into an account (% ages 35-59),gf10_n_6,..,..,..,71.9264,..,..,74.56371,..,..
France,FRA,"Received wages or government transfers into an account, (% ages 15-34)",gf10_n_5,..,..,..,61.38934,..,..,65.8802,..,..
France,FRA,"Received wages or government transfers into an account, female (% age 15+)",gf10_n_1,..,..,..,50.19475,..,..,65.0955,..,..
France,FRA,"Received wages or government transfers into an account, income, poorest 40% (% age 15+)",gf10_n_3,..,..,..,52.41888,..,..,70.48324,..,..
France,FRA,"Received wages or government transfers into an account, income, richest 60% (% age 15+)",gf10_n_4,..,..,..,58.3824,..,..,66.85002,..,..
France,FRA,"Received wages or government transfers into an account, male (% age 15+)",gf10_n_2,..,..,..,62.31922,..,..,71.81207,..,..
France,FRA,"Retail cashless transactions per 1,000 adults",GPSS_2,171.4871,170.1678,161.911,302.7099,282.7722,..,..,..,..
France,FRA,Saved at a financial institution (% age 15+),fin17a_t_a,49.51793,..,..,52.16122,..,..,48.07788,..,..
France,FRA,Saved at a financial institution (% age 60+),fin17a_t_a_7,42.94002,..,..,41.51643,..,..,42.74565,..,..
